participantId,Education,Food,Recreation,Shelter,Wage,Savings,educationLevel,age,joviality,AgeGroup,JovialityGroup
176,0,7508.541767051661,6947.952757976187,7640.164503401506,48666.14123624151,26569.482207812154,Graduate,24,0.931237599,YoungAdults,HighJoviality
177,0,5924.785257237039,4873.973855665935,5445.503245691918,46115.03325137943,29870.770892784534,HighSchoolOrCollege,23,0.495453274,YoungAdults,MiddleJoviality
178,0,3937.6069161391933,133.26658080900557,6814.423205188275,56338.229941101425,45452.93323896496,Bachelors,29,0.725246226,YoungAdults,HighJoviality
179,0,6119.727797285713,10154.88140854497,8600.328803649452,31227.322955721327,6352.384946241193,Bachelors,44,0.900831449,MiddleAgedAdults,HighJoviality
180,0,4556.890092126124,65.1542478435931,7609.122052120814,47651.66376046305,35420.49736837252,Low,34,0.100777319,MiddleAgedAdults,LowJoviality
181,0,4418.561693627792,7337.267265177583,6789.733266039041,25994.89368244513,7449.331457600715,HighSchoolOrCollege,22,0.787497465,YoungAdults,HighJoviality
182,0,4197.988221120991,5812.540225040838,8310.143046362338,29270.943376330386,10950.27188380622,HighSchoolOrCollege,26,0.839659224,YoungAdults,HighJoviality
183,0,4366.525754124414,260.7533697653162,6246.554604755918,157723.76192424877,146849.9281956031,Graduate,41,0.109940826,MiddleAgedAdults,LowJoviality
184,0,4451.021073635507,8142.158523918798,8518.029006485343,32320.215868617113,11209.007264577464,HighSchoolOrCollege,38,0.95269116,MiddleAgedAdults,HighJoviality
185,0,4264.678207756594,80.69431077057578,5678.686004323562,74087.27402506598,64063.21550221526,HighSchoolOrCollege,31,0.270514436,YoungAdults,LowJoviality
186,0,6644.208906143403,248.15379445606044,6928.757609169629,63184.97920510562,49363.858895336525,Graduate,38,0.89222241,MiddleAgedAdults,HighJoviality
187,0,4500.514064353645,0,6199.414702941247,46373.77749179905,35673.848724504154,Low,44,0.207533138,MiddleAgedAdults,LowJoviality
188,0,6164.248346963584,398.8797839618713,5214.217880554143,94352.57205230078,82575.22604082117,Bachelors,19,0.730336584,YoungAdults,HighJoviality
189,0,4394.507750807663,0,4665.352840495812,146815.1168718205,137755.25628051703,Graduate,53,0.216100876,OldAdults,LowJoviality
190,0,6270.198111172792,5448.721298491932,5500.369777134657,94171.47114323486,76952.18195643547,Bachelors,31,0.61053033,YoungAdults,MiddleJoviality
191,0,5744.974236838138,3174.6439435325497,5500.369777134657,45786.76055670124,31366.7725991959,HighSchoolOrCollege,48,0.447070968,OldAdults,MiddleJoviality
192,0,4466.98282096155,22.80410692377562,4482.397827143036,73025.89781766431,64053.71306263594,HighSchoolOrCollege,59,0.262612842,OldAdults,LowJoviality
193,0,4014.036812359355,908.4338920415562,6263.112773354204,84001.5046867467,72815.92120899158,Bachelors,23,0.976160413,YoungAdults,HighJoviality
194,0,4096.964425632202,31.905780445832058,4116.487800437482,126270.79108694132,118025.4330804258,Bachelors,23,0.162966636,YoungAdults,LowJoviality
195,0,4358.060947098835,19.962645211304103,5603.837744580078,148250.69192388002,138268.8305869898,Graduate,60,0.058702708,OldAdults,LowJoviality
196,0,5095.971767165206,4850.08620728363,5582.669574298767,37259.1035286555,21730.375979907898,Low,28,0.360151845,YoungAdults,MiddleJoviality
197,0,8153.607409542044,4862.566631836153,9533.05983817603,35789.24879280137,13240.014913247147,HighSchoolOrCollege,30,0.901982488,YoungAdults,HighJoviality
198,0,4341.646096269482,36.36625551603675,5384.079401655369,122174.40501068256,112412.31325724167,Bachelors,39,0.321634269,MiddleAgedAdults,LowJoviality
199,0,5847.705010130619,5124.968085693879,5637.5361057415075,46059.43224534952,29449.223043783517,HighSchoolOrCollege,31,0.379086335,YoungAdults,MiddleJoviality
200,0,4352.494822395032,21.77732843120517,4944.562715805951,145659.27158454715,136340.43671791497,Graduate,51,0.122095522,OldAdults,LowJoviality
201,0,4193.293100714865,0,5956.3004008651205,71306.49199347763,61156.89849189765,HighSchoolOrCollege,54,0.203183443,OldAdults,LowJoviality
202,0,4384.879742277999,8388.037640223361,9478.193306733292,38788.7733813475,16537.662692112848,HighSchoolOrCollege,25,0.985936814,YoungAdults,HighJoviality
203,0,6858.246912294087,7442.479012521792,7304.570800390213,32965.89296640294,11360.596241196848,HighSchoolOrCollege,24,0.939180121,YoungAdults,HighJoviality
204,0,4506.639635336004,0,5470.071796712866,45381.90341120342,35405.19197915455,Low,33,0.271944209,MiddleAgedAdults,LowJoviality
205,0,4084.1441349552624,4055.708077574578,5252.382514760274,71249.35745302001,57857.122725729896,HighSchoolOrCollege,37,0.194899452,MiddleAgedAdults,LowJoviality
206,0,6171.009387219298,6394.08275747359,5651.252738602192,44501.699823298484,26285.35494000341,HighSchoolOrCollege,52,0.365692745,OldAdults,MiddleJoviality
207,0,4208.698029356279,206.55811429191098,5370.884584797969,65272.332885938646,55486.192157492485,Bachelors,30,0.814611008,YoungAdults,HighJoviality
208,0,4017.47695844647,5464.409129934966,5692.402637184247,43738.982575026275,28564.693849460593,HighSchoolOrCollege,56,0.371925591,OldAdults,MiddleJoviality
209,0,4146.119563343826,16.562206150130244,4805.528312713972,70278.13586729055,61309.925785082625,HighSchoolOrCollege,24,0.25635218,YoungAdults,LowJoviality
210,0,6810.599521723938,6538.888205657911,7516.714807655341,26028.333333333332,5162.130798296143,Low,18,0.857673439,NA,HighJoviality
211,0,4486.397521411147,15.87211422720815,4617.076222019306,121939.35243243915,112820.0065747815,Bachelors,20,0.214486332,YoungAdults,LowJoviality
212,0,4934.798578906988,11917.46706877152,6501.683975964658,26567.236559794383,3213.286936151214,HighSchoolOrCollege,60,0.748988452,OldAdults,HighJoviality
213,0,3967.765879371688,233.8148042228591,5673.199351179287,50020.462038273174,40145.682003499336,Bachelors,44,0.961066785,MiddleAgedAdults,HighJoviality
214,0,4475.228295309916,0,5200.432738581013,68458.6346914273,58782.97365753638,HighSchoolOrCollege,33,0.300610569,MiddleAgedAdults,LowJoviality
215,0,3965.870952981812,15.78745863953697,4727.666125982739,118732.59442590755,110023.26988830346,Bachelors,31,0.089838002,YoungAdults,LowJoviality
216,0,4507.2832436295475,18.717519887877174,4240.1720406299755,68899.92563451667,60133.75283036927,HighSchoolOrCollege,38,0.153900625,MiddleAgedAdults,LowJoviality
217,0,3807.7449788578174,8860.65459473538,8257.412982132328,28120.555151178833,7194.742595453308,HighSchoolOrCollege,57,0.948411855,OldAdults,HighJoviality
218,0,5969.317055735483,9489.026453590699,7851.6844418600695,25760,2449.972048813749,HighSchoolOrCollege,38,0.971074532,MiddleAgedAdults,HighJoviality
219,0,6155.705329634085,243.49004180732814,4641.70856005578,33153.662471518466,22112.758540021274,HighSchoolOrCollege,57,0.955659284,OldAdults,HighJoviality
220,0,6624.733242128087,7468.885729702228,10095.441785464112,74908.81885904737,50719.758101752945,Graduate,56,0.79251329,OldAdults,HighJoviality
221,0,5671.010639788622,4501.11426579156,7416.357626800417,41585.11922324897,23996.636690868374,HighSchoolOrCollege,50,0.727868507,OldAdults,HighJoviality
222,0,6468.762234609611,4547.451870202184,5802.135700069726,43546.055001938235,26727.70519705671,HighSchoolOrCollege,44,0.617025806,MiddleAgedAdults,MiddleJoviality
223,0,4508.379882688106,7938.95247822587,8518.029006485343,43205.59929883142,22240.2379314321,Bachelors,43,0.700821194,MiddleAgedAdults,HighJoviality
224,0,4409.605984383074,128.37370141267567,4254.8995133844655,44616.142663482715,35823.2634643025,Low,41,0.28441375,MiddleAgedAdults,LowJoviality
225,0,3887.4786388170937,0,3868.090466713151,68518.71385679455,60763.144751264306,HighSchoolOrCollege,49,0.004829228,OldAdults,LowJoviality
226,0,5689.036086504773,5199.572548684186,8118.57089046757,71742.33980802752,52735.160282371,Bachelors,43,0.965943386,MiddleAgedAdults,HighJoviality
227,0,6350.412697538124,3962.0169089715846,5925.58539581589,43944.69686490597,27706.68186258037,HighSchoolOrCollege,59,0.490213553,OldAdults,MiddleJoviality
228,0,4224.56541663557,57.55354356488289,6543.8449648238975,117278.43752276785,106452.4735977435,Bachelors,53,0.168680628,OldAdults,LowJoviality
229,0,4122.828927079373,216.66147223956978,7422.948472123504,76165.56037151883,64403.12150007638,Bachelors,41,0.68602034,MiddleAgedAdults,HighJoviality
230,0,4239.2067397316605,0,7163.4449033537385,115850.85370440347,104448.20206131808,Bachelors,52,0.004466007,OldAdults,LowJoviality
231,0,8102.448605353123,6625.326616388758,7091.499188974109,26019.166666666668,4199.892255950679,HighSchoolOrCollege,59,0.902213545,OldAdults,HighJoviality
232,0,4278.88476855228,6162.814434419381,6789.733266039041,25760,8528.567530989301,HighSchoolOrCollege,53,0.96685839,OldAdults,HighJoviality
233,0,4210.916387767788,0,6641.585475057873,142532.493781217,131679.99191839132,Graduate,38,0.263283426,MiddleAgedAdults,LowJoviality
234,0,6143.498094410635,4033.546363458761,5953.01866153726,84673.45255731368,68543.38943790701,Graduate,43,0.332411556,MiddleAgedAdults,LowJoviality
235,0,3635.0280739779096,170.819972524573,8251.926328988056,58860.259329506036,46802.4849540155,Graduate,29,0.936585851,YoungAdults,HighJoviality
236,0,3616.2525313576803,32.54084422715919,7564.265801572385,44038.42633795352,32825.3671607963,Low,44,0.10774033,MiddleAgedAdults,LowJoviality
237,0,3803.0993589130553,18.717519887877174,6876.605274156714,141220.1448247245,130521.72267176687,Graduate,48,0.110877355,OldAdults,LowJoviality
238,0,4473.557381518558,36.5284277035618,6381.131142702661,41795.175900792085,30903.95894886731,Low,21,0.256101892,YoungAdults,LowJoviality
239,0,8229.615268460437,9579.363899474556,7201.232251859589,25768.333333333332,758.1219135387519,Low,45,0.795405195,MiddleAgedAdults,HighJoviality
240,0,5946.374059081777,5925.074932740021,6076.468357283425,85500.15376187567,67552.23641277045,Graduate,21,0.641752748,YoungAdults,MiddleJoviality
241,0,4185.941327838085,34.866509870346476,5860.22247799224,67706.92615554533,57625.895839844656,HighSchoolOrCollege,30,0.088547964,YoungAdults,LowJoviality
242,0,3802.422766768532,7308.575424098292,5252.382514760274,140291.89729519116,123928.51658956407,Graduate,26,0.113248116,YoungAdults,LowJoviality
243,0,6457.6851264058,5014.157606587544,6103.901623004795,25760,8184.255644001862,HighSchoolOrCollege,31,0.662515201,YoungAdults,HighJoviality
244,0,6219.744499828921,6171.169123739897,7722.464300565615,37938.495791235975,17825.11786710154,HighSchoolOrCollege,30,0.969991586,YoungAdults,HighJoviality
245,0,6177.3609139851915,853.1280104692389,7009.44183169271,83006.84320192612,68966.91244577899,Graduate,52,0.859058201,OldAdults,HighJoviality
246,0,6798.107866744707,7237.4212318029795,7530.431440516026,25760,4194.039460936288,HighSchoolOrCollege,30,0.968768651,YoungAdults,HighJoviality
247,0,7715.693911887063,7215.29321659523,7845.913996311778,26028.333333333336,3251.4322085392632,Low,33,0.867500339,MiddleAgedAdults,HighJoviality
248,0,4466.567970132197,0,6271.605849409267,114669.08194089263,103930.90812135117,Bachelors,51,0.287889236,OldAdults,LowJoviality
249,0,6039.820886479881,4104.202830299082,6812.7006106655,50695.364074977326,33738.63974753286,Graduate,25,0.842954238,YoungAdults,HighJoviality
250,0,6211.777336321658,4859.482078864941,6103.901623004795,43076.73481155076,25901.57377335937,HighSchoolOrCollege,59,0.627740735,OldAdults,MiddleJoviality
251,0,5209.447650244325,3605.9331434257415,6172.48478730822,42413.60863668697,27425.743055708685,HighSchoolOrCollege,58,0.386580333,OldAdults,MiddleJoviality
252,192.18667527286482,4331.42753063101,6728.659141480494,9284.04750987135,66646.64184109807,46110.32098384235,HighSchoolOrCollege,59,0.564718074,OldAdults,MiddleJoviality
253,192.18667527286482,6066.2025370083475,6117.123876994034,9322.73104116248,137979.69853856182,116281.45440812409,Graduate,43,0.560328176,MiddleAgedAdults,MiddleJoviality
254,570.0806933045985,4353.405369506605,5610.130661486899,9262.438088943203,112560.54258145053,92764.48776820922,Bachelors,23,0.17968177,YoungAdults,LowJoviality
255,1367.1527077321841,6303.801958692968,8116.297672830277,9516.148697618135,27056.878122315567,1753.4770854420003,HighSchoolOrCollege,59,0.852187763,OldAdults,HighJoviality
256,91.14351384881228,73.36496149009534,0,0,339.5513678226038,175.0428924836962,HighSchoolOrCollege,25,0.807211251,YoungAdults,HighJoviality
257,1367.1527077321841,6487.730719765744,7230.542169993834,9322.73104116248,65109.2740706541,40701.11743199987,HighSchoolOrCollege,24,0.405851044,YoungAdults,MiddleJoviality
258,1367.1527077321841,6449.272994749685,7955.94788128487,12610.831200908588,36171.649429408324,7788.444644733003,Bachelors,37,0.951577316,MiddleAgedAdults,HighJoviality
259,570.0806933045985,4333.0598722988125,1139.7541289308415,9262.438088943203,67123.99004124418,51818.657257766725,HighSchoolOrCollege,31,0.19286307,YoungAdults,LowJoviality
260,1367.1527077321841,5664.189811080562,5592.8861858601285,9400.098103744744,122962.28036539251,100937.95355697488,Graduate,52,0.33366576,OldAdults,LowJoviality
261,1367.1527077321841,4122.878260712918,8479.670695369341,9477.465166327003,63628.744377469826,40181.57754732838,HighSchoolOrCollege,29,0.465652496,YoungAdults,MiddleJoviality
262,91.14351384881228,60.12335763215244,0,0,271.10665272375667,119.83978124279193,HighSchoolOrCollege,52,0.664033926,OldAdults,HighJoviality
263,570.0806933045985,4430.158929712632,4791.962374787239,9269.541185637176,67010.29072171323,47948.54753827158,HighSchoolOrCollege,31,0.223825175,YoungAdults,LowJoviality
264,570.0806933045985,4161.504567498214,6065.56719175695,9269.541185637176,67002.29350756225,46935.599869365324,HighSchoolOrCollege,28,0.106440071,YoungAdults,LowJoviality
265,570.0806933045985,4481.240828646761,511.62119956830037,9321.038636668494,112388.64329010261,97504.66193191447,Bachelors,44,0.048044295,MiddleAgedAdults,LowJoviality
266,1367.1527077321841,4598.674996559954,11718.67411279117,13307.134764148941,73953.12359031136,42961.48700907911,Graduate,32,0.972629863,MiddleAgedAdults,HighJoviality
267,91.14351384881228,74.71644485839887,0,0,330.18969577928465,164.3297370720735,HighSchoolOrCollege,59,0.798810236,OldAdults,HighJoviality
268,570.0806933045985,4021.4392974541624,5297.236319519601,9321.038636668494,67531.00421733761,48321.209270390755,HighSchoolOrCollege,53,0.041170737,OldAdults,LowJoviality
269,1367.1527077321841,4155.930835041157,8007.3146648830025,9477.465166327003,63636.70123443537,40628.837860452026,HighSchoolOrCollege,56,0.36077235,OldAdults,MiddleJoviality
270,1097.9677822096717,4132.775487894549,5660.260180354096,9322.533751728093,66482.8985119039,46269.36130971749,HighSchoolOrCollege,32,0.173976665,MiddleAgedAdults,LowJoviality
271,1367.1527077321841,6116.8035706278,5199.169693339549,9554.832228909265,61909.46985368622,39671.511653077425,HighSchoolOrCollege,57,0.331893543,OldAdults,LowJoviality
272,1367.1527077321841,7532.967734301007,8403.116956061976,15350.997203802552,45280.887158953636,12626.652557055924,HighSchoolOrCollege,47,0.669281126,OldAdults,HighJoviality
273,1367.1527077321841,4822.354493095676,8971.2777047675645,10792.705230225447,31803.098251810603,5849.608115989735,HighSchoolOrCollege,46,0.874083512,MiddleAgedAdults,HighJoviality
274,1367.1527077321841,6637.487376079025,6123.793937018614,11643.74291863032,40971.78997264612,15199.613033185982,HighSchoolOrCollege,44,0.79265137,MiddleAgedAdults,HighJoviality
275,570.0806933045985,4328.7214752223945,3316.050282552631,9376.0876360468,66370.28993508418,48779.349847957754,HighSchoolOrCollege,60,0.173802734,OldAdults,LowJoviality
276,1097.9677822096717,5111.219522477949,6011.167815429293,9478.519398404522,109123.49940466858,87424.62488614715,Bachelors,50,0.107405002,OldAdults,LowJoviality
277,570.0806933045985,8351.733217585403,6250.617042444585,12771.71100797064,37334.01921832075,9389.877257015523,HighSchoolOrCollege,34,0.836787725,MiddleAgedAdults,HighJoviality
278,1097.9677822096717,4468.57448944552,2473.136052712962,9478.519398404522,105096.18225647285,87577.98453370018,Bachelors,56,0.259541618,OldAdults,LowJoviality
279,91.14351384881228,51.84215930374229,0,0,170.5000370596265,27.514363907071925,HighSchoolOrCollege,23,0.811965348,YoungAdults,HighJoviality
280,570.0806933045985,3939.0286508628315,2508.9452341486362,9489.737183150397,105189.83406071884,88682.04229925238,Bachelors,25,0.102762652,YoungAdults,LowJoviality
281,1367.1527077321841,6621.300379996407,4436.387167067225,9554.832228909265,59602.889239127486,37623.216755422414,HighSchoolOrCollege,27,0.478284265,YoungAdults,MiddleJoviality
282,570.0806933045985,4404.023186359664,2702.4991588458506,9489.737183150397,64536.465734517726,47370.125512857216,HighSchoolOrCollege,38,0.109360456,MiddleAgedAdults,LowJoviality
283,570.0806933045985,6719.547938745634,7460.128230127188,18710.21844093865,88260.03521697971,54800.059913863646,Graduate,60,0.880967299,OldAdults,HighJoviality
284,570.0806933045985,4406.282907183312,9321.79783967098,9518.149569926296,28147.94225065182,4331.631240566636,HighSchoolOrCollege,52,0.754293139,OldAdults,HighJoviality
285,91.14351384881228,68.19487534938435,0,0,350.8043877580578,191.4659985598612,HighSchoolOrCollege,45,0.897884327,MiddleAgedAdults,HighJoviality
286,1367.1527077321841,6562.243876318169,5515.320509746206,9674.567201660007,57950.40394951053,34831.11965405397,HighSchoolOrCollege,20,0.476984055,YoungAdults,MiddleJoviality
287,1367.1527077321841,6591.872880362195,8226.382906939576,9745.524909251026,54523.41319498588,28592.479790700898,HighSchoolOrCollege,51,0.599616007,OldAdults,MiddleJoviality
288,91.14351384881228,74.46570386666329,0,0,362.55341385868945,196.94419614321387,HighSchoolOrCollege,34,0.910143395,MiddleAgedAdults,HighJoviality
289,570.0806933045985,6741.719670805096,8204.855877113694,14904.301794724239,89172.82431200835,58751.86627606073,Graduate,35,0.955240694,MiddleAgedAdults,HighJoviality
290,570.0806933045985,4220.172551579851,7218.492873931896,9518.149569926296,137518.9466570625,115992.05096831985,Graduate,43,0.271552097,MiddleAgedAdults,LowJoviality
291,1367.1527077321841,4586.669020436589,6593.719453761725,9745.524909251026,38500.9619204053,16207.895829223782,Low,37,0.370084679,MiddleAgedAdults,MiddleJoviality
292,570.0806933045985,6637.334913368274,6416.267574305977,12837.86679487786,41167.10370840561,14705.553732548902,Bachelors,27,0.686374918,YoungAdults,HighJoviality
293,570.0806933045985,4219.760920945832,6787.008640959853,9518.149569926296,64031.864340302374,42936.8645151658,HighSchoolOrCollege,31,0.126082302,YoungAdults,LowJoviality
294,1367.1527077321841,6716.623446774447,7096.761720340648,10367.186386023008,29438.744650302542,3891.020389432255,HighSchoolOrCollege,24,0.847052228,YoungAdults,HighJoviality
295,1367.1527077321841,5698.58930753404,7354.664667296787,9745.524909251026,116890.64899387372,92724.71740205969,Graduate,41,0.439355556,MiddleAgedAdults,MiddleJoviality
296,1367.1527077321841,6619.865794277209,5922.353385610001,9821.409279977968,112038.23408803862,88307.45292044125,Graduate,39,0.548350934,MiddleAgedAdults,MiddleJoviality
297,570.0806933045985,4206.6499991978435,702.6892374520608,9619.195503677125,63401.196827497544,48302.58139386592,HighSchoolOrCollege,53,0.057905387,OldAdults,LowJoviality
298,91.14351384881228,75.85936380460217,0,0,350.8791916004205,183.87631394700603,HighSchoolOrCollege,45,0.852555697,MiddleAgedAdults,HighJoviality
299,1367.1527077321841,4101.834347095145,7218.14540907065,9902.98401052944,54110.939218260435,31520.82274383302,HighSchoolOrCollege,35,0.5149016,MiddleAgedAdults,MiddleJoviality
300,570.0806933045985,4262.391825772384,6240.758311542795,9619.195503677125,62721.53286391243,42029.10652961553,HighSchoolOrCollege,58,0.21434781,OldAdults,LowJoviality
301,91.14351384881228,52.03912699269636,0,0,340.6397710825455,197.45713024103685,Low,46,0.873371058,MiddleAgedAdults,HighJoviality
302,1097.9677822096717,4344.735223531286,3592.036583412479,9784.515695950355,63136.591335627316,44317.33605052352,HighSchoolOrCollege,44,0.254585434,MiddleAgedAdults,LowJoviality
303,1367.1527077321841,6521.774448310563,6978.607852803819,9902.98401052944,107723.04610637223,82952.52708699623,Graduate,34,0.543218407,MiddleAgedAdults,MiddleJoviality
304,570.0806933045985,4458.100114058375,3111.5983769175577,9863.103666792475,62930.413201644085,44927.530350571076,HighSchoolOrCollege,50,0.183595892,OldAdults,LowJoviality
305,1367.1527077321841,4746.344874096292,10057.766085988278,15017.64249278298,54195.19441083101,23006.288250231286,Bachelors,31,0.84325552,YoungAdults,HighJoviality
306,570.0806933045985,4377.168044167194,4423.472302176007,9863.103666792475,62114.38546693207,42880.560760491804,HighSchoolOrCollege,49,0.260386143,OldAdults,LowJoviality
307,1367.1527077321841,6732.166334920193,9762.544426316937,11411.641730883537,37035.86047697714,7762.355277124294,Graduate,38,0.962210067,MiddleAgedAdults,HighJoviality
308,1097.9677822096717,5187.352621702898,5692.4805069281565,9887.510598012988,61924.526678078415,40059.2151692247,HighSchoolOrCollege,30,0.172405182,YoungAdults,LowJoviality
309,570.0806933045985,3973.60532049154,7632.391094576601,9887.510598012988,61918.346044986276,39854.75833860055,HighSchoolOrCollege,30,0.125682773,YoungAdults,LowJoviality
310,1097.9677822096717,4175.201990494546,7122.128191668735,9887.510598012988,60401.991784348786,38119.18322196284,HighSchoolOrCollege,29,0.061286668,YoungAdults,LowJoviality
311,1367.1527077321841,4127.1715440462,8277.14999952154,10367.186386023008,32088.536320832554,7949.875683509621,HighSchoolOrCollege,45,0.699020662,MiddleAgedAdults,HighJoviality
312,570.0806933045985,4343.7539691166985,1694.6612287323962,9887.510598012988,59878.69495109484,43382.68846192816,HighSchoolOrCollege,42,0.260798961,MiddleAgedAdults,LowJoviality
313,1097.9677822096717,4459.976215158881,490.46426510346816,9887.510598012988,40794.86949631547,24858.950635830464,Low,55,0.093271632,OldAdults,LowJoviality
314,1367.1527077321841,6548.858386565566,7743.832921408988,9980.351073111702,53197.812836659425,27557.617747840985,HighSchoolOrCollege,20,0.633335142,YoungAdults,MiddleJoviality
315,1097.9677822096717,3932.727266289113,5192.250375846587,9887.510598012988,120753.04541936048,100642.58939700211,Graduate,25,0.287666416,YoungAdults,LowJoviality
316,570.0806933045985,3843.4510482173882,5348.276457255352,9887.510598012988,58367.62644498945,38718.30764819913,HighSchoolOrCollege,34,0.175386489,MiddleAgedAdults,LowJoviality
317,1367.1527077321841,4351.426548405958,6091.840219160452,10019.034604402832,38657.50677252858,16828.052692827157,Low,52,0.494087429,OldAdults,MiddleJoviality
318,1367.1527077321841,4004.6960274855082,6888.489852199736,10173.768729567355,52433.04899936968,29998.941682384902,HighSchoolOrCollege,55,0.473772081,OldAdults,MiddleJoviality
319,570.0806933045985,4398.967609197545,4483.832031704167,9887.510598012988,37605.698263066304,18265.307330847005,Low,32,0.253614379,MiddleAgedAdults,LowJoviality
320,570.0806933045985,4725.6796600239395,7261.347037979017,10173.768729567355,94029.45909620628,71298.58297533137,Bachelors,53,0.477539156,OldAdults,MiddleJoviality
321,1367.1527077321841,7981.633131530434,10207.322072233608,16324.45020485712,71501.44575558213,35620.88763922879,Graduate,18,0.842877969,NA,HighJoviality
322,1367.1527077321841,4264.872461704155,7928.2986151883415,10367.186386023008,51377.20400238113,27449.693831733442,HighSchoolOrCollege,59,0.650831243,OldAdults,HighJoviality
323,1367.1527077321841,6048.891758852907,8497.59601481591,22488.804420185676,91023.06221987234,52620.61731828568,Graduate,31,0.757226712,YoungAdults,HighJoviality
324,1097.9677822096717,4421.194732628674,3772.2244472185675,9887.510598012988,57937.3703161283,38758.47275605839,HighSchoolOrCollege,48,0.122182828,OldAdults,LowJoviality
325,1367.1527077321841,3907.939009716811,5371.463440781388,10592.460435317473,51400.850033404095,30161.83443985624,HighSchoolOrCollege,19,0.480441948,YoungAdults,MiddleJoviality
326,1367.1527077321841,6555.794480621091,5951.2309144177825,10592.460435317473,90356.02663836935,65889.38810028083,Bachelors,24,0.654885921,YoungAdults,HighJoviality
327,0,4436.393147567254,1394.9353802695134,9887.510598012988,58488.20320650867,42769.36408065891,HighSchoolOrCollege,55,0.228872071,OldAdults,LowJoviality
328,0,6163.691649758795,2036.6608106804977,10592.460435317473,36343.28176663138,17550.468870874614,Low,51,0.346047608,OldAdults,LowJoviality
329,0,4316.4902311440155,813.8092049800376,9915.922984788887,104530.02948095811,89483.80706004518,Bachelors,53,0.085267909,OldAdults,LowJoviality
330,0,4255.476593847,7523.698637228176,12456.097075744065,44495.43241447484,20260.160107655596,Graduate,25,0.7738118,YoungAdults,HighJoviality
331,0,6049.876364367337,3787.380970141542,10592.460435317473,98847.83236469157,78418.11459486521,Graduate,18,0.417763616,NA,MiddleJoviality
332,0,4338.96254725448,4471.365124624351,9915.922984788887,103254.0157373283,84527.76508066057,Bachelors,23,0.323175901,YoungAdults,LowJoviality
333,0,4310.273450535814,2088.353890137333,9915.922984788887,101439.88103963435,85125.3307141723,Bachelors,37,0.299174844,MiddleAgedAdults,LowJoviality
334,0,4090.124183117555,5056.482473101832,9928.122765895334,99272.01424837449,80197.28482625977,Bachelors,22,0.103185768,YoungAdults,LowJoviality
335,0,4120.357200060755,5958.440791876287,9928.122765895334,118834.83213583955,98827.91137800718,Graduate,47,0.328727521,OldAdults,LowJoviality
336,0,6551.598891954135,6029.169053651973,10641.273617047047,90590.49593338724,67368.45437073408,Graduate,56,0.600454813,OldAdults,MiddleJoviality
337,0,4044.208568408899,5137.897267304335,10144.997853169576,118194.11197776243,98867.00828887962,Graduate,58,0.108965479,OldAdults,LowJoviality
338,0,4420.530528612589,10405.242815511901,10792.705230225447,32506.18176865324,6887.703194303305,HighSchoolOrCollege,52,0.713809975,OldAdults,HighJoviality
339,0,4455.254863920363,1696.548239168194,10144.997853169576,98946.52846849697,82649.72751223884,Bachelors,29,0.21098913,YoungAdults,LowJoviality
340,0,5210.58156898536,4380.659317858724,10144.997853169576,116321.62389112671,96585.38515111305,Graduate,33,0.034283769,MiddleAgedAdults,LowJoviality
341,0,4258.036633397602,5503.76450108535,10144.997853169576,56434.6896096915,36527.890622038976,HighSchoolOrCollege,34,0.227355255,MiddleAgedAdults,LowJoviality
342,0,6124.333460434483,5217.5074474312605,10641.273617047047,50612.1288154447,28629.014290531908,HighSchoolOrCollege,43,0.584828154,MiddleAgedAdults,MiddleJoviality
343,0,3735.8431357605923,4216.134971393465,10144.997853169576,94193.34631171939,76096.37035139576,Bachelors,42,0.029688855,MiddleAgedAdults,LowJoviality
344,0,4102.625041740259,4141.317841493269,10144.997853169576,55848.6205860349,37459.67984963179,HighSchoolOrCollege,41,0.025541228,MiddleAgedAdults,LowJoviality
345,0,6554.160836255115,5714.589893746001,10641.273617047047,88092.51473532086,65182.490388272694,Bachelors,36,0.464569175,MiddleAgedAdults,MiddleJoviality
346,0,42.95615975744686,0,0,159.16666666666669,116.21050690921982,Low,55,0.70462894,OldAdults,HighJoviality
347,0,4409.706520997143,4600.244407016236,10144.997853169576,95178.1445041647,76023.19572298173,Bachelors,30,0.270904553,YoungAdults,LowJoviality
348,0,6124.545752929727,6138.937306483991,10690.08679877662,49590.60426083314,26637.034402642807,HighSchoolOrCollege,43,0.573738776,MiddleAgedAdults,MiddleJoviality
349,0,6018.238577588002,5387.926867295122,10738.899980506194,48372.29526056708,26227.22983517776,HighSchoolOrCollege,19,0.51011746,YoungAdults,MiddleJoviality
350,0,6239.72383903557,5553.047234637114,10738.899980506194,88257.70843440836,65726.03738022949,Graduate,38,0.517999111,MiddleAgedAdults,MiddleJoviality
351,0,3785.5198828245734,5854.603577722404,10144.997853169576,89802.50555947587,70017.38424575931,Bachelors,59,0.269322751,OldAdults,LowJoviality
352,0,74.54692768362843,0,0,241.66666666666669,167.11973898303825,HighSchoolOrCollege,29,0.788841177,YoungAdults,HighJoviality
353,0,6553.390162121843,4519.806013277051,10738.899980506194,35769.30983383767,13957.213677932585,Low,34,0.34088384,MiddleAgedAdults,LowJoviality
354,0,4323.261552172381,3541.639148804755,10144.997853169576,37677.08326067833,19667.184706531618,Low,60,0.21035075,OldAdults,LowJoviality
